,Data,Hospitalizowane,województwo
752,2020-05-05,173,małopolskie
753,2020-05-06,167,małopolskie
754,2020-05-07,164,małopolskie
755,2020-05-08,153,małopolskie
756,2020-05-09,157,małopolskie
757,2020-05-10,151,małopolskie
758,2020-05-11,139,małopolskie
759,2020-05-12,125,małopolskie
760,2020-05-13,116,małopolskie
761,2020-05-14,111,małopolskie
762,2020-05-15,107,małopolskie
763,2020-05-16,102,małopolskie
764,2020-05-17,97,małopolskie
765,2020-05-18,91,małopolskie
766,2020-05-19,88,małopolskie
767,2020-05-20,79,małopolskie
768,2020-05-21,79,małopolskie
769,2020-05-22,69,małopolskie
770,2020-05-23,68,małopolskie
771,2020-05-24,61,małopolskie
772,2020-05-25,57,małopolskie
773,2020-05-26,56,małopolskie
774,2020-05-27,58,małopolskie
775,2020-05-28,57,małopolskie
776,2020-05-29,63,małopolskie
777,2020-05-30,59,małopolskie
778,2020-05-31,59,małopolskie
779,2020-06-01,56,małopolskie
780,2020-06-02,67,małopolskie
781,2020-06-03,56,małopolskie
782,2020-06-04,58,małopolskie
783,2020-06-05,60,małopolskie
784,2020-06-06,67,małopolskie
785,2020-06-07,72,małopolskie
786,2020-06-08,68,małopolskie
787,2020-06-09,73,małopolskie
788,2020-06-10,83,małopolskie
789,2020-06-11,83,małopolskie
790,2020-06-12,94,małopolskie
791,2020-06-13,97,małopolskie
792,2020-06-14,98,małopolskie
793,2020-06-15,98,małopolskie
794,2020-06-16,98,małopolskie
795,2020-06-17,95,małopolskie
796,2020-06-18,102,małopolskie
797,2020-06-19,106,małopolskie
798,2020-06-20,107,małopolskie
799,2020-06-21,107,małopolskie
800,2020-06-22,109,małopolskie
801,2020-06-23,119,małopolskie
802,2020-06-24,113,małopolskie
803,2020-06-25,100,małopolskie
804,2020-06-26,96,małopolskie
805,2020-06-27,93,małopolskie
806,2020-06-28,89,małopolskie
807,2020-06-29,93,małopolskie
808,2020-06-30,103,małopolskie
809,2020-07-01,110,małopolskie
810,2020-07-02,117,małopolskie
811,2020-07-03,117,małopolskie
812,2020-07-04,111,małopolskie
813,2020-07-05,103,małopolskie
814,2020-07-06,105,małopolskie
815,2020-07-07,110,małopolskie
816,2020-07-08,114,małopolskie
817,2020-07-09,119,małopolskie
818,2020-07-10,103,małopolskie
819,2020-07-11,98,małopolskie
820,2020-07-12,103,małopolskie
821,2020-07-13,106,małopolskie
822,2020-07-14,116,małopolskie
823,2020-07-15,124,małopolskie
824,2020-07-16,127,małopolskie
825,2020-07-17,125,małopolskie
826,2020-07-18,126,małopolskie
827,2020-07-19,143,małopolskie
828,2020-07-20,146,małopolskie
829,2020-07-21,152,małopolskie
830,2020-07-22,155,małopolskie
831,2020-07-23,168,małopolskie
832,2020-07-24,170,małopolskie
833,2020-07-25,164,małopolskie
834,2020-07-26,169,małopolskie
835,2020-07-27,169,małopolskie
836,2020-07-28,168,małopolskie
837,2020-07-29,172,małopolskie
838,2020-07-30,175,małopolskie
839,2020-07-31,178,małopolskie
840,2020-08-01,188,małopolskie
841,2020-08-02,203,małopolskie
842,2020-08-03,212,małopolskie
843,2020-03-12,75,mazowieckie
844,2020-03-13,112,mazowieckie
845,2020-03-14,137,mazowieckie
846,2020-03-15,195,mazowieckie
847,2020-03-16,222,mazowieckie
848,2020-03-17,275,mazowieckie
849,2020-03-18,301,mazowieckie
850,2020-03-19,289,mazowieckie
851,2020-03-20,301,mazowieckie
852,2020-03-21,406,mazowieckie
853,2020-03-22,417,mazowieckie
854,2020-03-23,447,mazowieckie
855,2020-03-24,510,mazowieckie
856,2020-03-26,661,mazowieckie
857,2020-03-27,676,mazowieckie
858,2020-03-28,695,mazowieckie
859,2020-03-29,725,mazowieckie
860,2020-03-30,735,mazowieckie
861,2020-03-31,744,mazowieckie
862,2020-04-01,760,mazowieckie
863,2020-04-02,799,mazowieckie
864,2020-04-03,827,mazowieckie
865,2020-04-04,856,mazowieckie
866,2020-04-05,861,mazowieckie
867,2020-04-06,860,mazowieckie
868,2020-04-07,884,mazowieckie
869,2020-04-08,699,mazowieckie
870,2020-04-09,649,mazowieckie
871,2020-04-10,642,mazowieckie
872,2020-04-11,659,mazowieckie
873,2020-04-12,663,mazowieckie
874,2020-04-13,622,mazowieckie
875,2020-04-14,644,mazowieckie
876,2020-04-15,732,mazowieckie
877,2020-04-16,764,mazowieckie
878,2020-04-17,765,mazowieckie
879,2020-04-18,777,mazowieckie
880,2020-04-19,787,mazowieckie
881,2020-04-20,831,mazowieckie
882,2020-04-21,897,mazowieckie
883,2020-04-22,910,mazowieckie
884,2020-04-23,912,mazowieckie
885,2020-04-24,554,mazowieckie
886,2020-04-25,492,mazowieckie
887,2020-04-26,470,mazowieckie
888,2020-04-27,663,mazowieckie
889,2020-04-28,684,mazowieckie
890,2020-04-29,698,mazowieckie
891,2020-04-30,511,mazowieckie
892,2020-05-01,453,mazowieckie
893,2020-05-02,465,mazowieckie
894,2020-05-03,378,mazowieckie
895,2020-05-04,444,mazowieckie
896,2020-05-05,491,mazowieckie
897,2020-05-06,476,mazowieckie
898,2020-05-07,514,mazowieckie
899,2020-05-08,532,mazowieckie
900,2020-05-09,473,mazowieckie
901,2020-05-10,434,mazowieckie
902,2020-05-11,443,mazowieckie
903,2020-05-12,554,mazowieckie
904,2020-05-13,549,mazowieckie
905,2020-05-14,546,mazowieckie
906,2020-05-15,406,mazowieckie
907,2020-05-16,490,mazowieckie
908,2020-05-17,549,mazowieckie
909,2020-05-18,526,mazowieckie
910,2020-05-19,599,mazowieckie
911,2020-05-20,564,mazowieckie
912,2020-05-21,516,mazowieckie
913,2020-05-22,556,mazowieckie
914,2020-05-23,535,mazowieckie
915,2020-05-24,566,mazowieckie
916,2020-05-25,551,mazowieckie
917,2020-05-26,633,mazowieckie
918,2020-05-27,580,mazowieckie
919,2020-05-28,630,mazowieckie
920,2020-05-29,591,mazowieckie
921,2020-05-30,559,mazowieckie
922,2020-05-31,583,mazowieckie
923,2020-06-01,603,mazowieckie
924,2020-06-02,592,mazowieckie
925,2020-06-03,551,mazowieckie
926,2020-06-04,537,mazowieckie
927,2020-06-05,629,mazowieckie
928,2020-06-06,551,mazowieckie
929,2020-06-07,575,mazowieckie
930,2020-06-08,605,mazowieckie
931,2020-06-09,568,mazowieckie
932,2020-06-10,552,mazowieckie
933,2020-06-11,494,mazowieckie
934,2020-06-12,473,mazowieckie
935,2020-06-13,545,mazowieckie
936,2020-06-14,530,mazowieckie
937,2020-06-15,492,mazowieckie
938,2020-06-16,665,mazowieckie
939,2020-06-17,513,mazowieckie
940,2020-06-18,459,mazowieckie
941,2020-06-19,457,mazowieckie
942,2020-06-20,478,mazowieckie
943,2020-06-21,542,mazowieckie
944,2020-06-22,593,mazowieckie
945,2020-06-23,601,mazowieckie
946,2020-06-24,587,mazowieckie
947,2020-06-25,538,mazowieckie
948,2020-06-26,570,mazowieckie
949,2020-06-27,552,mazowieckie
950,2020-06-28,487,mazowieckie
951,2020-06-29,525,mazowieckie
952,2020-06-30,496,mazowieckie
953,2020-07-01,563,mazowieckie
954,2020-07-02,469,mazowieckie
955,2020-07-03,391,mazowieckie
956,2020-07-04,296,mazowieckie
957,2020-07-05,336,mazowieckie
958,2020-07-06,475,mazowieckie
959,2020-07-07,511,mazowieckie
960,2020-07-08,474,mazowieckie
961,2020-07-09,526,mazowieckie
962,2020-07-10,449,mazowieckie
963,2020-07-11,471,mazowieckie
964,2020-07-12,435,mazowieckie
965,2020-07-13,480,mazowieckie
966,2020-07-14,490,mazowieckie
967,2020-07-15,478,mazowieckie
968,2020-07-16,440,mazowieckie
969,2020-07-17,540,mazowieckie
970,2020-07-18,429,mazowieckie
971,2020-07-19,403,mazowieckie
972,2020-07-20,404,mazowieckie
973,2020-07-21,468,mazowieckie
974,2020-07-22,479,mazowieckie
975,2020-07-23,473,mazowieckie
976,2020-07-24,510,mazowieckie
977,2020-07-25,514,mazowieckie
978,2020-07-26,393,mazowieckie
979,2020-07-27,444,mazowieckie
980,2020-07-28,479,mazowieckie
981,2020-07-29,494,mazowieckie
982,2020-07-30,524,mazowieckie
983,2020-07-31,524,mazowieckie
984,2020-08-01,497,mazowieckie
985,2020-08-02,501,mazowieckie
986,2020-03-09,3,opolskie
987,2020-03-11,9,opolskie
988,2020-03-13,18,opolskie
989,2020-03-14,12,opolskie
990,2020-03-17,18,opolskie
991,2020-03-18,18,opolskie
992,2020-03-19,20,opolskie
993,2020-03-22,28,opolskie
994,2020-03-23,20,opolskie
995,2020-03-25,32,opolskie
996,2020-03-26,27,opolskie
997,2020-03-27,30,opolskie
998,2020-03-28,33,opolskie
999,2020-03-29,34,opolskie
1000,2020-03-30,34,opolskie
1001,2020-03-31,41,opolskie
1002,2020-04-02,46,opolskie
1003,2020-04-03,71,opolskie
1004,2020-04-05,80,opolskie
1005,2020-04-06,59,opolskie
1006,2020-04-07,59,opolskie
1007,2020-04-08,65,opolskie
1008,2020-04-09,63,opolskie
1009,2020-04-10,70,opolskie
1010,2020-04-12,73,opolskie
1011,2020-04-13,80,opolskie
1012,2020-04-14,85,opolskie
1013,2020-04-15,80,opolskie
1014,2020-04-16,80,opolskie
1015,2020-04-17,84,opolskie
1016,2020-04-18,84,opolskie
1017,2020-04-19,87,opolskie
1018,2020-04-20,87,opolskie
1019,2020-04-21,95,opolskie
1020,2020-04-22,96,opolskie
1021,2020-04-23,97,opolskie
1022,2020-04-24,93,opolskie
1023,2020-04-25,98,opolskie
1024,2020-04-26,84,opolskie
1025,2020-04-27,80,opolskie
1026,2020-04-28,77,opolskie
1027,2020-04-29,82,opolskie
1028,2020-04-30,71,opolskie
1029,2020-05-03,83,opolskie
1030,2020-05-04,79,opolskie
1031,2020-05-05,75,opolskie
1032,2020-05-06,74,opolskie
1033,2020-05-07,75,opolskie
1034,2020-05-08,64,opolskie
1035,2020-05-09,67,opolskie
1036,2020-05-10,65,opolskie
1037,2020-05-11,61,opolskie
1038,2020-05-13,65,opolskie
1039,2020-05-15,67,opolskie
1040,2020-05-16,65,opolskie
1041,2020-05-17,65,opolskie
1042,2020-05-19,58,opolskie
1043,2020-05-21,61,opolskie
1044,2020-05-22,62,opolskie
1045,2020-05-23,58,opolskie
1046,2020-05-24,57,opolskie
1047,2020-05-25,55,opolskie
1048,2020-05-26,58,opolskie
1049,2020-05-27,61,opolskie
1050,2020-05-28,60,opolskie
1051,2020-06-02,56,opolskie
1052,2020-06-03,57,opolskie
1053,2020-06-04,48,opolskie
1054,2020-06-05,51,opolskie
1055,2020-06-06,49,opolskie
1056,2020-06-07,48,opolskie
1057,2020-06-08,48,opolskie
1058,2020-06-09,47,opolskie
1059,2020-06-10,45,opolskie
1060,2020-06-12,46,opolskie
1061,2020-06-13,51,opolskie
1062,2020-06-14,51,opolskie
1063,2020-06-15,55,opolskie
1064,2020-06-16,54,opolskie
1065,2020-06-17,53,opolskie
1066,2020-06-18,57,opolskie
1067,2020-06-19,58,opolskie
1068,2020-06-20,60,opolskie
1069,2020-06-21,58,opolskie
1070,2020-06-23,60,opolskie
1071,2020-06-24,60,opolskie
1072,2020-06-25,48,opolskie
1073,2020-06-26,46,opolskie
1074,2020-06-27,46,opolskie
1075,2020-06-28,44,opolskie
1076,2020-06-29,43,opolskie
1077,2020-06-30,43,opolskie
1078,2020-07-01,43,opolskie
1079,2020-07-02,38,opolskie
1080,2020-07-03,38,opolskie
1081,2020-07-18,27,opolskie
1082,2020-07-20,29,opolskie
1083,2020-07-21,29,opolskie
1084,2020-07-22,28,opolskie
1085,2020-07-24,30,opolskie
1086,2020-07-25,31,opolskie
1087,2020-07-27,32,opolskie
1088,2020-07-28,37,opolskie
1089,2020-07-29,38,opolskie
1090,2020-07-30,33,opolskie
1091,2020-07-31,31,opolskie
1092,2020-04-05,138,podkarpackie
1093,2020-04-06,145,podkarpackie
1094,2020-04-07,142,podkarpackie
1095,2020-04-08,146,podkarpackie
1096,2020-04-09,171,podkarpackie
1097,2020-04-10,177,podkarpackie
1098,2020-04-11,169,podkarpackie
1099,2020-04-12,152,podkarpackie
1100,2020-04-13,152,podkarpackie
1101,2020-04-14,158,podkarpackie
1102,2020-04-15,162,podkarpackie
1103,2020-04-16,160,podkarpackie
1104,2020-04-17,170,podkarpackie
1105,2020-04-18,176,podkarpackie
1106,2020-04-19,169,podkarpackie
1107,2020-04-20,158,podkarpackie
1108,2020-04-21,152,podkarpackie
1109,2020-04-22,154,podkarpackie
1110,2020-04-23,143,podkarpackie
1111,2020-04-24,144,podkarpackie
1112,2020-04-25,133,podkarpackie
1113,2020-04-26,148,podkarpackie
1114,2020-04-27,81,podkarpackie
1115,2020-04-28,77,podkarpackie
1116,2020-04-29,77,podkarpackie
1117,2020-04-30,72,podkarpackie
1118,2020-05-01,76,podkarpackie
1119,2020-05-02,78,podkarpackie
1120,2020-05-03,78,podkarpackie
1121,2020-05-04,80,podkarpackie
1122,2020-05-05,79,podkarpackie
1123,2020-05-06,66,podkarpackie
1124,2020-05-07,62,podkarpackie
1125,2020-05-08,62,podkarpackie
1126,2020-05-09,64,podkarpackie
1127,2020-05-10,63,podkarpackie
1128,2020-05-11,56,podkarpackie
1129,2020-05-12,54,podkarpackie
1130,2020-05-13,54,podkarpackie
1131,2020-05-14,47,podkarpackie
1132,2020-05-15,45,podkarpackie
1133,2020-05-16,37,podkarpackie
1134,2020-05-17,36,podkarpackie
1135,2020-05-18,30,podkarpackie
1136,2020-05-19,20,podkarpackie
1137,2020-05-20,19,podkarpackie
1138,2020-05-21,16,podkarpackie
1139,2020-05-22,15,podkarpackie
1140,2020-05-23,14,podkarpackie
1141,2020-05-24,16,podkarpackie
1142,2020-05-25,17,podkarpackie
1143,2020-05-26,15,podkarpackie
1144,2020-05-27,13,podkarpackie
1145,2020-05-28,15,podkarpackie
1146,2020-05-29,15,podkarpackie
1147,2020-05-30,12,podkarpackie
1148,2020-05-31,17,podkarpackie
1149,2020-06-01,16,podkarpackie
1150,2020-06-02,16,podkarpackie
1151,2020-06-03,14,podkarpackie
1152,2020-06-04,10,podkarpackie
1153,2020-06-06,9,podkarpackie
1154,2020-06-07,10,podkarpackie
1155,2020-06-08,10,podkarpackie
1156,2020-06-09,11,podkarpackie
1157,2020-06-10,16,podkarpackie
1158,2020-06-11,16,podkarpackie
1159,2020-06-12,18,podkarpackie
1160,2020-06-13,27,podkarpackie
1161,2020-06-14,40,podkarpackie
1162,2020-06-15,46,podkarpackie
1163,2020-06-16,53,podkarpackie
1164,2020-06-17,59,podkarpackie
1165,2020-06-18,63,podkarpackie
1166,2020-06-19,69,podkarpackie
1167,2020-06-20,75,podkarpackie
1168,2020-06-21,82,podkarpackie
1169,2020-06-22,85,podkarpackie
1170,2020-06-23,101,podkarpackie
1171,2020-06-24,93,podkarpackie
1172,2020-06-25,97,podkarpackie
1173,2020-06-26,100,podkarpackie
1174,2020-06-27,100,podkarpackie
1175,2020-06-28,105,podkarpackie
1176,2020-06-29,107,podkarpackie
1177,2020-06-30,109,podkarpackie
1178,2020-07-01,103,podkarpackie
1179,2020-07-02,91,podkarpackie
1180,2020-07-03,90,podkarpackie
1181,2020-07-04,98,podkarpackie
1182,2020-07-05,92,podkarpackie
1183,2020-07-06,92,podkarpackie
1184,2020-07-07,93,podkarpackie
1185,2020-07-08,94,podkarpackie
1186,2020-07-09,93,podkarpackie
1187,2020-07-10,93,podkarpackie
1188,2020-07-11,95,podkarpackie
1189,2020-07-12,96,podkarpackie
1190,2020-07-13,100,podkarpackie
1191,2020-07-14,101,podkarpackie
1192,2020-07-15,99,podkarpackie
1193,2020-07-16,98,podkarpackie
1194,2020-07-17,98,podkarpackie
1195,2020-07-18,99,podkarpackie
1196,2020-07-19,100,podkarpackie
1197,2020-07-20,96,podkarpackie
1198,2020-07-21,95,podkarpackie
1199,2020-07-22,93,podkarpackie
1200,2020-07-23,97,podkarpackie
1201,2020-07-24,92,podkarpackie
1202,2020-07-26,86,podkarpackie
1203,2020-07-27,84,podkarpackie
1204,2020-07-28,84,podkarpackie
1205,2020-07-29,79,podkarpackie
1206,2020-07-30,83,podkarpackie
1207,2020-07-31,89,podkarpackie
1208,2020-08-01,98,podkarpackie
1209,2020-08-02,98,podkarpackie
1210,2020-08-03,109,podkarpackie
1211,2020-03-12,2,podlaskie
1212,2020-03-13,4,podlaskie
1213,2020-03-14,5,podlaskie
1214,2020-03-15,10,podlaskie
1215,2020-03-16,11,podlaskie
1216,2020-03-17,4,podlaskie
1217,2020-03-18,7,podlaskie
1218,2020-03-19,6,podlaskie
1219,2020-03-20,7,podlaskie
1220,2020-03-21,12,podlaskie
1221,2020-03-22,14,podlaskie
1222,2020-03-23,14,podlaskie
1223,2020-03-24,14,podlaskie
1224,2020-03-25,17,podlaskie
1225,2020-03-26,17,podlaskie
1226,2020-03-27,17,podlaskie
1227,2020-03-28,18,podlaskie
1228,2020-03-29,23,podlaskie
1229,2020-03-30,22,podlaskie
1230,2020-03-31,19,podlaskie
1231,2020-04-01,22,podlaskie
1232,2020-04-03,25,podlaskie
1233,2020-04-04,30,podlaskie
1234,2020-04-05,33,podlaskie
1235,2020-04-06,35,podlaskie
1236,2020-04-07,39,podlaskie
1237,2020-04-08,48,podlaskie
1238,2020-04-09,53,podlaskie
1239,2020-04-10,63,podlaskie
1240,2020-04-11,62,podlaskie
1241,2020-04-12,67,podlaskie
1242,2020-04-13,74,podlaskie
1243,2020-04-14,73,podlaskie
1244,2020-04-15,72,podlaskie
1245,2020-04-16,68,podlaskie
1246,2020-04-17,71,podlaskie
1247,2020-04-18,91,podlaskie
1248,2020-04-19,89,podlaskie
1249,2020-04-20,94,podlaskie
1250,2020-04-21,94,podlaskie
1251,2020-04-22,92,podlaskie
1252,2020-04-23,96,podlaskie
1253,2020-04-24,96,podlaskie
1254,2020-04-25,93,podlaskie
1255,2020-04-26,87,podlaskie
1256,2020-04-27,84,podlaskie
1257,2020-04-28,86,podlaskie
1258,2020-04-29,84,podlaskie
1259,2020-04-30,79,podlaskie
1260,2020-05-01,77,podlaskie
1261,2020-05-02,81,podlaskie
1262,2020-05-03,88,podlaskie
1263,2020-05-04,89,podlaskie
1264,2020-05-05,93,podlaskie
1265,2020-05-06,91,podlaskie
1266,2020-05-07,90,podlaskie
1267,2020-05-08,90,podlaskie
1268,2020-05-09,89,podlaskie
1269,2020-05-10,94,podlaskie
1270,2020-05-11,87,podlaskie
1271,2020-05-12,84,podlaskie
1272,2020-05-13,80,podlaskie
1273,2020-05-14,77,podlaskie
1274,2020-05-15,78,podlaskie
1275,2020-05-16,82,podlaskie
1276,2020-05-17,85,podlaskie
1277,2020-05-18,83,podlaskie
1278,2020-05-19,76,podlaskie
1279,2020-05-20,73,podlaskie
1280,2020-05-21,76,podlaskie
1281,2020-05-22,79,podlaskie
1282,2020-05-23,78,podlaskie
1283,2020-05-24,76,podlaskie
1284,2020-05-25,75,podlaskie
1285,2020-05-26,67,podlaskie
1286,2020-05-27,67,podlaskie
1287,2020-05-28,65,podlaskie
1288,2020-05-29,66,podlaskie
1289,2020-05-30,68,podlaskie
1290,2020-05-31,75,podlaskie
1291,2020-06-01,82,podlaskie
1292,2020-06-02,75,podlaskie
1293,2020-06-03,77,podlaskie
1294,2020-06-04,71,podlaskie
1295,2020-06-05,70,podlaskie
1296,2020-06-06,70,podlaskie
1297,2020-06-07,70,podlaskie
1298,2020-06-08,65,podlaskie
1299,2020-06-09,62,podlaskie
1300,2020-06-10,68,podlaskie
1301,2020-06-11,69,podlaskie
1302,2020-06-12,74,podlaskie
1303,2020-06-13,78,podlaskie
1304,2020-06-14,86,podlaskie
1305,2020-06-15,80,podlaskie
1306,2020-06-16,88,podlaskie
1307,2020-06-17,91,podlaskie
1308,2020-06-18,87,podlaskie
1309,2020-06-19,93,podlaskie
1310,2020-06-20,91,podlaskie
1311,2020-06-21,98,podlaskie
1312,2020-06-22,97,podlaskie
1313,2020-06-23,97,podlaskie
1314,2020-06-24,102,podlaskie
1315,2020-06-25,102,podlaskie
1316,2020-06-26,83,podlaskie
1317,2020-06-27,74,podlaskie
1318,2020-06-28,76,podlaskie
1319,2020-06-29,77,podlaskie
1320,2020-06-30,77,podlaskie
1321,2020-07-01,87,podlaskie
1322,2020-07-02,96,podlaskie
1323,2020-07-03,95,podlaskie
1324,2020-07-04,101,podlaskie
1325,2020-07-05,105,podlaskie
1326,2020-07-06,105,podlaskie
1327,2020-07-07,81,podlaskie
1328,2020-07-08,62,podlaskie
1329,2020-07-09,55,podlaskie
1330,2020-07-10,45,podlaskie
1331,2020-07-11,47,podlaskie
1332,2020-07-12,46,podlaskie
1333,2020-07-13,42,podlaskie
1334,2020-07-14,38,podlaskie
1335,2020-07-15,46,podlaskie
1336,2020-07-16,46,podlaskie
1337,2020-07-17,28,podlaskie
1338,2020-07-18,29,podlaskie
1339,2020-07-19,26,podlaskie
1340,2020-07-20,26,podlaskie
1341,2020-07-21,28,podlaskie
1342,2020-07-22,31,podlaskie
1343,2020-07-23,31,podlaskie
1344,2020-07-24,32,podlaskie
1345,2020-07-25,33,podlaskie
1346,2020-07-26,37,podlaskie
1347,2020-07-27,39,podlaskie
1348,2020-07-28,51,podlaskie
1349,2020-07-29,51,podlaskie
1350,2020-07-30,57,podlaskie
1351,2020-07-31,64,podlaskie
1352,2020-08-01,65,podlaskie
1353,2020-08-02,72,podlaskie
1354,2020-03-11,9,pomorskie
1355,2020-03-12,10,pomorskie
1356,2020-03-13,5,pomorskie
1357,2020-03-14,12,pomorskie
1358,2020-03-15,17,pomorskie
1359,2020-03-16,18,pomorskie
1360,2020-03-17,11,pomorskie
1361,2020-03-18,13,pomorskie
1362,2020-03-19,17,pomorskie
1363,2020-03-20,32,pomorskie
1364,2020-03-21,27,pomorskie
1365,2020-03-22,24,pomorskie
1366,2020-03-23,22,pomorskie
1367,2020-03-24,33,pomorskie
1368,2020-03-25,42,pomorskie
1369,2020-03-26,37,pomorskie
1370,2020-03-27,58,pomorskie
1371,2020-03-28,60,pomorskie
1372,2020-03-29,38,pomorskie
1373,2020-03-30,60,pomorskie
1374,2020-03-31,45,pomorskie
1375,2020-04-01,41,pomorskie
1376,2020-04-02,9,pomorskie
1377,2020-04-03,24,pomorskie
1378,2020-04-04,13,pomorskie
1379,2020-04-05,15,pomorskie
1380,2020-04-06,14,pomorskie
1381,2020-04-07,16,pomorskie
1382,2020-04-08,14,pomorskie
1383,2020-04-09,17,pomorskie
1384,2020-04-10,16,pomorskie
1385,2020-04-11,16,pomorskie
1386,2020-04-12,17,pomorskie
1387,2020-04-13,16,pomorskie
1388,2020-04-14,16,pomorskie
1389,2020-04-15,17,pomorskie
1390,2020-04-16,17,pomorskie
1391,2020-04-17,17,pomorskie
1392,2020-04-18,30,pomorskie
1393,2020-04-19,30,pomorskie
1394,2020-04-20,32,pomorskie
1395,2020-04-21,33,pomorskie
1396,2020-04-22,33,pomorskie
1397,2020-04-23,39,pomorskie
1398,2020-04-24,43,pomorskie
1399,2020-04-25,48,pomorskie
1400,2020-04-26,61,pomorskie
1401,2020-04-27,74,pomorskie
1402,2020-04-28,94,pomorskie
1403,2020-04-29,113,pomorskie
1404,2020-04-30,117,pomorskie
1405,2020-05-01,117,pomorskie
1406,2020-05-02,176,pomorskie
1407,2020-05-03,112,pomorskie
1408,2020-05-04,109,pomorskie
1409,2020-05-05,108,pomorskie
1410,2020-05-06,112,pomorskie
1411,2020-05-07,112,pomorskie
1412,2020-05-08,116,pomorskie
1413,2020-05-09,110,pomorskie
1414,2020-05-10,108,pomorskie
1415,2020-05-11,107,pomorskie
1416,2020-05-12,106,pomorskie
1417,2020-05-13,104,pomorskie
1418,2020-05-14,97,pomorskie
1419,2020-05-15,91,pomorskie
1420,2020-05-16,90,pomorskie
1421,2020-05-17,89,pomorskie
1422,2020-05-18,87,pomorskie
1423,2020-05-19,81,pomorskie
1424,2020-05-20,76,pomorskie
1425,2020-05-21,71,pomorskie
1426,2020-05-22,66,pomorskie
1427,2020-05-23,61,pomorskie
1428,2020-05-24,60,pomorskie
1429,2020-05-25,55,pomorskie
1430,2020-05-26,49,pomorskie
1431,2020-05-27,49,pomorskie
1432,2020-05-28,46,pomorskie
1433,2020-05-29,45,pomorskie
1434,2020-05-30,42,pomorskie
1435,2020-05-31,40,pomorskie
1436,2020-06-01,40,pomorskie
1437,2020-06-02,40,pomorskie
1438,2020-06-03,34,pomorskie
1439,2020-06-04,32,pomorskie
1440,2020-06-05,27,pomorskie
1441,2020-06-06,25,pomorskie
1442,2020-06-07,25,pomorskie
1443,2020-06-08,22,pomorskie
1444,2020-06-09,19,pomorskie
1445,2020-06-10,16,pomorskie
1446,2020-06-11,15,pomorskie
1447,2020-06-12,15,pomorskie
1448,2020-06-13,15,pomorskie
1449,2020-06-14,15,pomorskie
1450,2020-06-15,11,pomorskie
1451,2020-06-16,13,pomorskie
1452,2020-06-17,13,pomorskie
1453,2020-06-18,10,pomorskie
1454,2020-06-19,10,pomorskie
1455,2020-06-20,11,pomorskie
1456,2020-06-21,13,pomorskie
1457,2020-06-22,13,pomorskie
1458,2020-06-23,17,pomorskie
1459,2020-06-24,17,pomorskie
1460,2020-06-25,16,pomorskie
1461,2020-06-26,17,pomorskie
1462,2020-06-27,17,pomorskie
1463,2020-06-28,17,pomorskie
1464,2020-06-29,18,pomorskie
1465,2020-06-30,18,pomorskie
1466,2020-07-01,18,pomorskie
1467,2020-07-02,18,pomorskie
1468,2020-07-03,18,pomorskie
1469,2020-07-04,17,pomorskie
1470,2020-07-05,17,pomorskie
1471,2020-07-06,17,pomorskie
1472,2020-07-07,15,pomorskie
1473,2020-07-08,16,pomorskie
1474,2020-07-09,16,pomorskie
1475,2020-07-10,16,pomorskie
1476,2020-07-11,18,pomorskie
1477,2020-07-12,16,pomorskie
1478,2020-07-13,16,pomorskie
1479,2020-07-14,15,pomorskie
1480,2020-07-15,15,pomorskie
1481,2020-07-16,15,pomorskie
1482,2020-07-17,16,pomorskie
1483,2020-07-18,14,pomorskie
1484,2020-07-19,13,pomorskie
1485,2020-07-20,14,pomorskie
1486,2020-07-21,18,pomorskie
1487,2020-07-22,17,pomorskie
1488,2020-07-23,20,pomorskie
1489,2020-07-24,20,pomorskie
1490,2020-07-25,22,pomorskie
1491,2020-07-26,25,pomorskie
1492,2020-07-27,24,pomorskie
1493,2020-07-28,25,pomorskie
1494,2020-07-29,29,pomorskie
1495,2020-07-30,28,pomorskie
1496,2020-07-31,27,pomorskie
1497,2020-08-01,28,pomorskie
1498,2020-08-02,28,pomorskie
1499,2020-03-14,45,śląskie
1500,2020-03-15,63,śląskie
1501,2020-03-16,59,śląskie
1502,2020-03-17,55,śląskie
1503,2020-03-18,54,śląskie
1504,2020-03-19,63,śląskie
1505,2020-03-20,63,śląskie
1506,2020-03-21,75,śląskie
1507,2020-03-22,93,śląskie
1508,2020-03-23,107,śląskie
1509,2020-03-24,113,śląskie
1510,2020-03-25,111,śląskie
1511,2020-03-26,106,śląskie
1512,2020-03-27,127,śląskie
1513,2020-03-28,123,śląskie
1514,2020-03-29,142,śląskie
1515,2020-03-30,168,śląskie
1516,2020-03-31,162,śląskie
1517,2020-04-01,162,śląskie
1518,2020-04-02,205,śląskie
1519,2020-04-03,231,śląskie
1520,2020-04-04,205,śląskie
1521,2020-04-05,223,śląskie
1522,2020-04-06,217,śląskie
1523,2020-04-07,209,śląskie
1524,2020-04-08,226,śląskie
1525,2020-04-09,200,śląskie
1526,2020-04-10,199,śląskie
1527,2020-04-11,206,śląskie
1528,2020-04-12,217,śląskie
1529,2020-04-13,229,śląskie
1530,2020-04-14,238,śląskie
1531,2020-04-15,269,śląskie
1532,2020-04-16,291,śląskie
1533,2020-04-17,281,śląskie
1534,2020-04-18,277,śląskie
1535,2020-04-19,276,śląskie
