,Data,Hospitalizowane,województwo
1536,2020-04-20,316,śląskie
1537,2020-04-21,333,śląskie
1538,2020-04-22,360,śląskie
1539,2020-04-23,331,śląskie
1540,2020-04-24,346,śląskie
1541,2020-04-25,345,śląskie
1542,2020-04-26,343,śląskie
1543,2020-04-27,358,śląskie
1544,2020-04-28,373,śląskie
1545,2020-04-29,393,śląskie
1546,2020-04-30,393,śląskie
1547,2020-05-01,393,śląskie
1548,2020-05-02,377,śląskie
1549,2020-05-03,384,śląskie
1550,2020-05-04,438,śląskie
1551,2020-05-05,435,śląskie
1552,2020-05-06,440,śląskie
1553,2020-05-07,439,śląskie
1554,2020-05-08,429,śląskie
1555,2020-05-09,411,śląskie
1556,2020-05-10,411,śląskie
1557,2020-05-11,416,śląskie
1558,2020-05-12,401,śląskie
1559,2020-05-13,397,śląskie
1560,2020-05-14,396,śląskie
1561,2020-05-15,402,śląskie
1562,2020-05-16,400,śląskie
1563,2020-05-17,401,śląskie
1564,2020-05-18,391,śląskie
1565,2020-05-19,385,śląskie
1566,2020-05-20,396,śląskie
1567,2020-05-21,374,śląskie
1568,2020-05-22,379,śląskie
1569,2020-05-23,386,śląskie
1570,2020-05-24,378,śląskie
1571,2020-05-25,371,śląskie
1572,2020-05-26,356,śląskie
1573,2020-05-27,346,śląskie
1574,2020-05-28,346,śląskie
1575,2020-05-29,326,śląskie
1576,2020-05-30,324,śląskie
1577,2020-05-31,335,śląskie
1578,2020-06-01,341,śląskie
1579,2020-06-02,335,śląskie
1580,2020-06-03,344,śląskie
1581,2020-06-04,326,śląskie
1582,2020-06-05,322,śląskie
1583,2020-06-06,310,śląskie
1584,2020-06-07,317,śląskie
1585,2020-06-08,319,śląskie
1586,2020-06-09,313,śląskie
1587,2020-06-10,317,śląskie
1588,2020-06-11,317,śląskie
1589,2020-06-12,322,śląskie
1590,2020-06-13,320,śląskie
1591,2020-06-14,320,śląskie
1592,2020-06-15,321,śląskie
1593,2020-06-16,318,śląskie
1594,2020-06-17,313,śląskie
1595,2020-06-18,314,śląskie
1596,2020-06-19,335,śląskie
1597,2020-06-20,357,śląskie
1598,2020-06-21,365,śląskie
1599,2020-06-22,375,śląskie
1600,2020-06-23,372,śląskie
1601,2020-06-24,375,śląskie
1602,2020-06-25,366,śląskie
1603,2020-06-26,362,śląskie
1604,2020-06-27,365,śląskie
1605,2020-06-28,361,śląskie
1606,2020-06-29,374,śląskie
1607,2020-06-30,375,śląskie
1608,2020-07-01,340,śląskie
1609,2020-07-02,371,śląskie
1610,2020-07-03,362,śląskie
1611,2020-07-04,356,śląskie
1612,2020-07-05,351,śląskie
1613,2020-07-06,352,śląskie
1614,2020-07-07,345,śląskie
1615,2020-07-08,340,śląskie
1616,2020-07-09,332,śląskie
1617,2020-07-10,328,śląskie
1618,2020-07-11,290,śląskie
1619,2020-07-12,290,śląskie
1620,2020-07-13,274,śląskie
1621,2020-07-14,235,śląskie
1622,2020-07-15,204,śląskie
1623,2020-07-16,235,śląskie
1624,2020-07-17,237,śląskie
1625,2020-07-18,232,śląskie
1626,2020-07-19,226,śląskie
1627,2020-07-20,220,śląskie
1628,2020-07-21,221,śląskie
1629,2020-07-22,215,śląskie
1630,2020-07-23,227,śląskie
1631,2020-07-24,198,śląskie
1632,2020-07-26,195,śląskie
1633,2020-07-27,203,śląskie
1634,2020-07-28,203,śląskie
1635,2020-07-29,207,śląskie
1636,2020-07-30,213,śląskie
1637,2020-07-31,213,śląskie
1638,2020-08-01,222,śląskie
1639,2020-08-02,240,śląskie
1640,2020-08-03,232,śląskie
1641,2020-04-06,66,świętokrzyskie
1642,2020-04-09,70,świętokrzyskie
1643,2020-04-10,65,świętokrzyskie
1644,2020-04-11,59,świętokrzyskie
1645,2020-04-12,63,świętokrzyskie
1646,2020-04-13,51,świętokrzyskie
1647,2020-04-14,51,świętokrzyskie
1648,2020-04-15,48,świętokrzyskie
1649,2020-04-16,56,świętokrzyskie
1650,2020-04-17,58,świętokrzyskie
1651,2020-04-18,59,świętokrzyskie
1652,2020-04-19,65,świętokrzyskie
1653,2020-04-20,67,świętokrzyskie
1654,2020-04-21,64,świętokrzyskie
1655,2020-04-22,66,świętokrzyskie
1656,2020-04-23,68,świętokrzyskie
1657,2020-04-24,67,świętokrzyskie
1658,2020-04-25,69,świętokrzyskie
1659,2020-04-26,71,świętokrzyskie
1660,2020-04-27,64,świętokrzyskie
1661,2020-04-28,68,świętokrzyskie
1662,2020-04-29,68,świętokrzyskie
1663,2020-04-30,69,świętokrzyskie
1664,2020-05-01,70,świętokrzyskie
1665,2020-05-02,68,świętokrzyskie
1666,2020-05-03,69,świętokrzyskie
1667,2020-05-04,72,świętokrzyskie
1668,2020-05-05,85,świętokrzyskie
1669,2020-05-06,79,świętokrzyskie
1670,2020-05-07,81,świętokrzyskie
1671,2020-05-08,83,świętokrzyskie
1672,2020-05-10,92,świętokrzyskie
1673,2020-05-11,89,świętokrzyskie
1674,2020-05-12,88,świętokrzyskie
1675,2020-05-13,91,świętokrzyskie
1676,2020-05-14,91,świętokrzyskie
1677,2020-05-15,91,świętokrzyskie
1678,2020-05-16,92,świętokrzyskie
1679,2020-05-17,94,świętokrzyskie
1680,2020-05-18,92,świętokrzyskie
1681,2020-05-20,90,świętokrzyskie
1682,2020-05-21,85,świętokrzyskie
1683,2020-05-22,88,świętokrzyskie
1684,2020-05-23,87,świętokrzyskie
1685,2020-05-24,84,świętokrzyskie
1686,2020-05-25,89,świętokrzyskie
1687,2020-05-26,89,świętokrzyskie
1688,2020-05-27,92,świętokrzyskie
1689,2020-05-28,86,świętokrzyskie
1690,2020-05-29,88,świętokrzyskie
1691,2020-05-30,87,świętokrzyskie
1692,2020-05-31,89,świętokrzyskie
1693,2020-06-01,95,świętokrzyskie
1694,2020-06-02,97,świętokrzyskie
1695,2020-06-03,96,świętokrzyskie
1696,2020-06-04,94,świętokrzyskie
1697,2020-06-05,91,świętokrzyskie
1698,2020-06-06,90,świętokrzyskie
1699,2020-06-07,88,świętokrzyskie
1700,2020-06-08,84,świętokrzyskie
1701,2020-06-09,76,świętokrzyskie
1702,2020-06-10,75,świętokrzyskie
1703,2020-06-11,75,świętokrzyskie
1704,2020-06-12,72,świętokrzyskie
1705,2020-06-13,69,świętokrzyskie
1706,2020-06-14,69,świętokrzyskie
1707,2020-06-15,69,świętokrzyskie
1708,2020-06-16,57,świętokrzyskie
1709,2020-06-17,57,świętokrzyskie
1710,2020-06-18,56,świętokrzyskie
1711,2020-06-19,56,świętokrzyskie
1712,2020-06-20,57,świętokrzyskie
1713,2020-06-21,57,świętokrzyskie
1714,2020-06-22,65,świętokrzyskie
1715,2020-06-23,64,świętokrzyskie
1716,2020-06-24,71,świętokrzyskie
1717,2020-06-25,78,świętokrzyskie
1718,2020-06-26,79,świętokrzyskie
1719,2020-06-27,79,świętokrzyskie
1720,2020-06-28,82,świętokrzyskie
1721,2020-06-29,84,świętokrzyskie
1722,2020-06-30,84,świętokrzyskie
1723,2020-07-01,81,świętokrzyskie
1724,2020-07-02,78,świętokrzyskie
1725,2020-07-03,73,świętokrzyskie
1726,2020-07-04,72,świętokrzyskie
1727,2020-07-05,71,świętokrzyskie
1728,2020-07-06,67,świętokrzyskie
1729,2020-07-07,67,świętokrzyskie
1730,2020-07-08,63,świętokrzyskie
1731,2020-07-09,63,świętokrzyskie
1732,2020-07-10,66,świętokrzyskie
1733,2020-07-11,66,świętokrzyskie
1734,2020-07-12,69,świętokrzyskie
1735,2020-07-13,68,świętokrzyskie
1736,2020-07-14,64,świętokrzyskie
1737,2020-07-15,66,świętokrzyskie
1738,2020-07-16,56,świętokrzyskie
1739,2020-07-17,56,świętokrzyskie
1740,2020-07-18,60,świętokrzyskie
1741,2020-07-19,57,świętokrzyskie
1742,2020-07-20,57,świętokrzyskie
1743,2020-07-21,54,świętokrzyskie
1744,2020-07-22,56,świętokrzyskie
1745,2020-07-23,49,świętokrzyskie
1746,2020-07-24,52,świętokrzyskie
1747,2020-07-26,48,świętokrzyskie
1748,2020-07-27,48,świętokrzyskie
1749,2020-07-28,39,świętokrzyskie
1750,2020-07-29,39,świętokrzyskie
1751,2020-07-30,36,świętokrzyskie
1752,2020-07-31,34,świętokrzyskie
1753,2020-08-01,33,świętokrzyskie
1754,2020-08-02,34,świętokrzyskie
1755,2020-03-05,5,warmińsko-mazurskie
1756,2020-03-06,6,warmińsko-mazurskie
1757,2020-03-07,12,warmińsko-mazurskie
1758,2020-03-08,11,warmińsko-mazurskie
1759,2020-03-09,10,warmińsko-mazurskie
1760,2020-03-10,16,warmińsko-mazurskie
1761,2020-03-11,24,warmińsko-mazurskie
1762,2020-03-12,32,warmińsko-mazurskie
1763,2020-03-13,24,warmińsko-mazurskie
1764,2020-03-14,47,warmińsko-mazurskie
1765,2020-03-15,58,warmińsko-mazurskie
1766,2020-03-16,61,warmińsko-mazurskie
1767,2020-03-17,57,warmińsko-mazurskie
1768,2020-03-18,72,warmińsko-mazurskie
1769,2020-03-19,72,warmińsko-mazurskie
1770,2020-03-20,74,warmińsko-mazurskie
1771,2020-03-21,78,warmińsko-mazurskie
1772,2020-03-22,72,warmińsko-mazurskie
1773,2020-03-23,73,warmińsko-mazurskie
1774,2020-03-24,63,warmińsko-mazurskie
1775,2020-03-25,50,warmińsko-mazurskie
1776,2020-03-26,48,warmińsko-mazurskie
1777,2020-03-27,50,warmińsko-mazurskie
1778,2020-03-28,47,warmińsko-mazurskie
1779,2020-03-29,50,warmińsko-mazurskie
1780,2020-03-30,48,warmińsko-mazurskie
1781,2020-03-31,48,warmińsko-mazurskie
1782,2020-04-01,55,warmińsko-mazurskie
1783,2020-04-02,57,warmińsko-mazurskie
1784,2020-04-03,54,warmińsko-mazurskie
1785,2020-04-04,47,warmińsko-mazurskie
1786,2020-04-05,48,warmińsko-mazurskie
1787,2020-04-06,46,warmińsko-mazurskie
1788,2020-04-07,58,warmińsko-mazurskie
1789,2020-04-08,56,warmińsko-mazurskie
1790,2020-04-09,65,warmińsko-mazurskie
1791,2020-04-10,66,warmińsko-mazurskie
1792,2020-04-11,65,warmińsko-mazurskie
1793,2020-04-12,65,warmińsko-mazurskie
1794,2020-04-13,64,warmińsko-mazurskie
1795,2020-04-14,68,warmińsko-mazurskie
1796,2020-04-15,67,warmińsko-mazurskie
1797,2020-04-16,65,warmińsko-mazurskie
1798,2020-04-17,50,warmińsko-mazurskie
1799,2020-04-18,55,warmińsko-mazurskie
1800,2020-04-19,54,warmińsko-mazurskie
1801,2020-04-20,45,warmińsko-mazurskie
1802,2020-04-21,45,warmińsko-mazurskie
1803,2020-04-22,47,warmińsko-mazurskie
1804,2020-04-23,43,warmińsko-mazurskie
1805,2020-04-24,49,warmińsko-mazurskie
1806,2020-04-25,46,warmińsko-mazurskie
1807,2020-04-26,47,warmińsko-mazurskie
1808,2020-04-27,39,warmińsko-mazurskie
1809,2020-04-28,31,warmińsko-mazurskie
1810,2020-04-29,37,warmińsko-mazurskie
1811,2020-04-30,34,warmińsko-mazurskie
1812,2020-05-01,34,warmińsko-mazurskie
1813,2020-05-02,33,warmińsko-mazurskie
1814,2020-05-03,29,warmińsko-mazurskie
1815,2020-05-04,28,warmińsko-mazurskie
1816,2020-05-05,27,warmińsko-mazurskie
1817,2020-05-06,27,warmińsko-mazurskie
1818,2020-05-07,28,warmińsko-mazurskie
1819,2020-05-08,26,warmińsko-mazurskie
1820,2020-05-09,27,warmińsko-mazurskie
1821,2020-05-10,28,warmińsko-mazurskie
1822,2020-05-11,26,warmińsko-mazurskie
1823,2020-05-12,26,warmińsko-mazurskie
1824,2020-05-13,33,warmińsko-mazurskie
1825,2020-05-14,32,warmińsko-mazurskie
1826,2020-05-15,32,warmińsko-mazurskie
1827,2020-05-16,32,warmińsko-mazurskie
1828,2020-05-17,32,warmińsko-mazurskie
1829,2020-05-18,32,warmińsko-mazurskie
1830,2020-05-19,32,warmińsko-mazurskie
1831,2020-05-20,21,warmińsko-mazurskie
1832,2020-05-21,8,warmińsko-mazurskie
1833,2020-05-22,9,warmińsko-mazurskie
1834,2020-05-23,10,warmińsko-mazurskie
1835,2020-05-24,10,warmińsko-mazurskie
1836,2020-05-25,10,warmińsko-mazurskie
1837,2020-05-26,9,warmińsko-mazurskie
1838,2020-05-27,9,warmińsko-mazurskie
1839,2020-05-28,9,warmińsko-mazurskie
1840,2020-05-29,10,warmińsko-mazurskie
1841,2020-05-30,12,warmińsko-mazurskie
1842,2020-05-31,11,warmińsko-mazurskie
1843,2020-06-01,11,warmińsko-mazurskie
1844,2020-06-02,11,warmińsko-mazurskie
1845,2020-06-03,6,warmińsko-mazurskie
1846,2020-06-04,5,warmińsko-mazurskie
1847,2020-06-05,7,warmińsko-mazurskie
1848,2020-06-06,7,warmińsko-mazurskie
1849,2020-06-07,7,warmińsko-mazurskie
1850,2020-06-08,8,warmińsko-mazurskie
1851,2020-06-09,7,warmińsko-mazurskie
1852,2020-06-10,7,warmińsko-mazurskie
1853,2020-06-11,7,warmińsko-mazurskie
1854,2020-06-12,9,warmińsko-mazurskie
1855,2020-06-13,9,warmińsko-mazurskie
1856,2020-06-14,8,warmińsko-mazurskie
1857,2020-06-15,12,warmińsko-mazurskie
1858,2020-06-16,12,warmińsko-mazurskie
1859,2020-06-17,15,warmińsko-mazurskie
1860,2020-06-18,16,warmińsko-mazurskie
1861,2020-06-19,18,warmińsko-mazurskie
1862,2020-06-20,19,warmińsko-mazurskie
1863,2020-06-21,19,warmińsko-mazurskie
1864,2020-06-22,16,warmińsko-mazurskie
1865,2020-06-23,19,warmińsko-mazurskie
1866,2020-06-24,21,warmińsko-mazurskie
1867,2020-06-26,22,warmińsko-mazurskie
1868,2020-06-27,14,warmińsko-mazurskie
1869,2020-06-28,14,warmińsko-mazurskie
1870,2020-06-29,16,warmińsko-mazurskie
1871,2020-06-30,21,warmińsko-mazurskie
1872,2020-07-02,20,warmińsko-mazurskie
1873,2020-07-03,20,warmińsko-mazurskie
1874,2020-07-04,25,warmińsko-mazurskie
1875,2020-07-05,26,warmińsko-mazurskie
1876,2020-07-06,26,warmińsko-mazurskie
1877,2020-07-07,26,warmińsko-mazurskie
1878,2020-07-08,26,warmińsko-mazurskie
1879,2020-07-09,22,warmińsko-mazurskie
1880,2020-07-10,22,warmińsko-mazurskie
1881,2020-07-11,21,warmińsko-mazurskie
1882,2020-07-12,21,warmińsko-mazurskie
1883,2020-07-13,18,warmińsko-mazurskie
1884,2020-07-14,17,warmińsko-mazurskie
1885,2020-07-15,17,warmińsko-mazurskie
1886,2020-07-16,18,warmińsko-mazurskie
1887,2020-07-17,17,warmińsko-mazurskie
1888,2020-07-18,15,warmińsko-mazurskie
1889,2020-07-19,15,warmińsko-mazurskie
1890,2020-07-20,13,warmińsko-mazurskie
1891,2020-07-21,11,warmińsko-mazurskie
1892,2020-07-22,10,warmińsko-mazurskie
1893,2020-07-23,12,warmińsko-mazurskie
1894,2020-07-24,12,warmińsko-mazurskie
1895,2020-07-25,16,warmińsko-mazurskie
1896,2020-07-26,19,warmińsko-mazurskie
1897,2020-07-27,17,warmińsko-mazurskie
1898,2020-07-28,20,warmińsko-mazurskie
1899,2020-07-29,21,warmińsko-mazurskie
1900,2020-07-30,21,warmińsko-mazurskie
1901,2020-07-31,20,warmińsko-mazurskie
1902,2020-08-01,18,warmińsko-mazurskie
1903,2020-08-02,18,warmińsko-mazurskie
1904,2020-03-11,10,wielkopolskie
1905,2020-03-12,28,wielkopolskie
1906,2020-03-14,52,wielkopolskie
1907,2020-03-16,62,wielkopolskie
1908,2020-03-17,70,wielkopolskie
1909,2020-03-18,106,wielkopolskie
1910,2020-03-19,66,wielkopolskie
1911,2020-03-20,71,wielkopolskie
1912,2020-03-21,73,wielkopolskie
1913,2020-03-23,63,wielkopolskie
1914,2020-03-24,75,wielkopolskie
1915,2020-03-25,74,wielkopolskie
1916,2020-03-26,81,wielkopolskie
1917,2020-03-27,92,wielkopolskie
1918,2020-03-28,84,wielkopolskie
1919,2020-03-29,85,wielkopolskie
1920,2020-03-30,87,wielkopolskie
1921,2020-03-31,97,wielkopolskie
1922,2020-04-01,107,wielkopolskie
1923,2020-04-02,109,wielkopolskie
1924,2020-04-03,109,wielkopolskie
1925,2020-04-04,99,wielkopolskie
1926,2020-04-05,109,wielkopolskie
1927,2020-04-06,133,wielkopolskie
1928,2020-04-07,170,wielkopolskie
1929,2020-04-08,187,wielkopolskie
1930,2020-04-09,189,wielkopolskie
1931,2020-04-10,179,wielkopolskie
1932,2020-04-11,179,wielkopolskie
1933,2020-04-12,171,wielkopolskie
1934,2020-04-13,162,wielkopolskie
1935,2020-04-14,177,wielkopolskie
1936,2020-04-15,181,wielkopolskie
1937,2020-04-16,177,wielkopolskie
1938,2020-04-17,179,wielkopolskie
1939,2020-04-18,170,wielkopolskie
1940,2020-04-19,219,wielkopolskie
1941,2020-04-20,222,wielkopolskie
1942,2020-04-21,227,wielkopolskie
1943,2020-04-22,231,wielkopolskie
1944,2020-04-23,211,wielkopolskie
1945,2020-04-24,286,wielkopolskie
1946,2020-04-25,300,wielkopolskie
1947,2020-04-26,295,wielkopolskie
1948,2020-04-27,280,wielkopolskie
1949,2020-04-28,273,wielkopolskie
1950,2020-04-29,280,wielkopolskie
1951,2020-04-30,287,wielkopolskie
1952,2020-05-01,269,wielkopolskie
1953,2020-05-02,274,wielkopolskie
1954,2020-05-03,277,wielkopolskie
1955,2020-05-04,277,wielkopolskie
1956,2020-05-05,260,wielkopolskie
1957,2020-05-06,262,wielkopolskie
1958,2020-05-07,272,wielkopolskie
1959,2020-05-08,294,wielkopolskie
1960,2020-05-09,306,wielkopolskie
1961,2020-05-10,319,wielkopolskie
1962,2020-05-11,306,wielkopolskie
1963,2020-05-12,322,wielkopolskie
1964,2020-05-13,325,wielkopolskie
1965,2020-05-14,316,wielkopolskie
1966,2020-05-15,310,wielkopolskie
1967,2020-05-17,354,wielkopolskie
1968,2020-05-18,339,wielkopolskie
1969,2020-05-19,252,wielkopolskie
1970,2020-05-20,276,wielkopolskie
1971,2020-05-21,258,wielkopolskie
1972,2020-05-22,247,wielkopolskie
1973,2020-05-23,231,wielkopolskie
1974,2020-05-25,222,wielkopolskie
1975,2020-05-26,222,wielkopolskie
1976,2020-05-27,204,wielkopolskie
1977,2020-05-28,202,wielkopolskie
1978,2020-05-29,202,wielkopolskie
1979,2020-05-30,176,wielkopolskie
1980,2020-05-31,176,wielkopolskie
1981,2020-06-01,195,wielkopolskie
1982,2020-06-02,197,wielkopolskie
1983,2020-06-03,185,wielkopolskie
1984,2020-06-04,183,wielkopolskie
1985,2020-06-05,187,wielkopolskie
1986,2020-06-06,167,wielkopolskie
1987,2020-06-07,165,wielkopolskie
1988,2020-06-08,160,wielkopolskie
1989,2020-06-09,151,wielkopolskie
1990,2020-06-10,134,wielkopolskie
1991,2020-06-11,122,wielkopolskie
1992,2020-06-12,128,wielkopolskie
1993,2020-06-13,129,wielkopolskie
1994,2020-06-14,125,wielkopolskie
1995,2020-06-15,125,wielkopolskie
1996,2020-06-16,120,wielkopolskie
1997,2020-06-17,123,wielkopolskie
1998,2020-06-18,108,wielkopolskie
1999,2020-06-19,115,wielkopolskie
2000,2020-06-20,100,wielkopolskie
2001,2020-06-21,94,wielkopolskie
2002,2020-06-22,95,wielkopolskie
2003,2020-06-23,112,wielkopolskie
2004,2020-06-24,116,wielkopolskie
2005,2020-06-25,102,wielkopolskie
2006,2020-06-26,101,wielkopolskie
2007,2020-06-27,96,wielkopolskie
2008,2020-06-28,96,wielkopolskie
2009,2020-06-29,119,wielkopolskie
2010,2020-06-30,121,wielkopolskie
2011,2020-07-01,120,wielkopolskie
2012,2020-07-02,120,wielkopolskie
2013,2020-07-03,114,wielkopolskie
2014,2020-07-04,121,wielkopolskie
2015,2020-07-05,135,wielkopolskie
2016,2020-07-06,140,wielkopolskie
2017,2020-07-07,139,wielkopolskie
2018,2020-07-08,139,wielkopolskie
2019,2020-07-09,131,wielkopolskie
2020,2020-07-10,117,wielkopolskie
2021,2020-07-11,116,wielkopolskie
2022,2020-07-12,116,wielkopolskie
2023,2020-07-13,116,wielkopolskie
2024,2020-07-14,115,wielkopolskie
2025,2020-07-15,113,wielkopolskie
2026,2020-07-16,113,wielkopolskie
2027,2020-07-17,124,wielkopolskie
2028,2020-07-18,117,wielkopolskie
2029,2020-07-19,112,wielkopolskie
2030,2020-07-20,124,wielkopolskie
2031,2020-07-21,141,wielkopolskie
2032,2020-07-22,141,wielkopolskie
2033,2020-07-23,116,wielkopolskie
2034,2020-07-24,122,wielkopolskie
2035,2020-07-26,130,wielkopolskie
2036,2020-07-27,118,wielkopolskie
2037,2020-07-28,124,wielkopolskie
2038,2020-07-29,123,wielkopolskie
2039,2020-07-30,132,wielkopolskie
2040,2020-07-31,132,wielkopolskie
2041,2020-08-01,152,wielkopolskie
2042,2020-08-02,144,wielkopolskie
2043,2020-03-12,17,zachodniopomorskie
2044,2020-03-13,9,zachodniopomorskie
2045,2020-03-14,8,zachodniopomorskie
2046,2020-03-15,5,zachodniopomorskie
2047,2020-03-16,10,zachodniopomorskie
2048,2020-03-17,11,zachodniopomorskie
2049,2020-03-18,13,zachodniopomorskie
2050,2020-03-19,9,zachodniopomorskie
2051,2020-03-20,9,zachodniopomorskie
2052,2020-03-21,10,zachodniopomorskie
2053,2020-03-22,11,zachodniopomorskie
2054,2020-04-01,5,zachodniopomorskie
2055,2020-04-02,5,zachodniopomorskie
2056,2020-04-03,4,zachodniopomorskie
2057,2020-04-04,4,zachodniopomorskie
2058,2020-04-05,4,zachodniopomorskie
2059,2020-04-06,8,zachodniopomorskie
2060,2020-04-07,7,zachodniopomorskie
2061,2020-04-08,9,zachodniopomorskie
2062,2020-04-09,3,zachodniopomorskie
2063,2020-04-10,2,zachodniopomorskie
2064,2020-04-11,4,zachodniopomorskie
2065,2020-04-12,3,zachodniopomorskie
2066,2020-04-13,1,zachodniopomorskie
2067,2020-04-14,3,zachodniopomorskie
2068,2020-04-16,2,zachodniopomorskie
2069,2020-04-17,6,zachodniopomorskie
2070,2020-04-18,10,zachodniopomorskie
2071,2020-04-19,6,zachodniopomorskie
2072,2020-04-20,5,zachodniopomorskie
2073,2020-04-21,6,zachodniopomorskie
2074,2020-04-22,3,zachodniopomorskie
2075,2020-04-23,5,zachodniopomorskie
2076,2020-04-24,4,zachodniopomorskie
2077,2020-04-25,5,zachodniopomorskie
2078,2020-04-26,5,zachodniopomorskie
2079,2020-04-27,6,zachodniopomorskie
2080,2020-04-28,4,zachodniopomorskie
2081,2020-04-29,3,zachodniopomorskie
2082,2020-04-30,2,zachodniopomorskie
2083,2020-05-01,2,zachodniopomorskie
2084,2020-05-02,2,zachodniopomorskie
2085,2020-05-03,3,zachodniopomorskie
2086,2020-05-04,3,zachodniopomorskie
2087,2020-05-05,3,zachodniopomorskie
2088,2020-05-06,3,zachodniopomorskie
2089,2020-05-07,6,zachodniopomorskie
2090,2020-05-08,4,zachodniopomorskie
2091,2020-05-09,5,zachodniopomorskie
2092,2020-05-10,3,zachodniopomorskie
2093,2020-05-11,2,zachodniopomorskie
2094,2020-05-12,1,zachodniopomorskie
2095,2020-05-13,1,zachodniopomorskie
2096,2020-05-14,1,zachodniopomorskie
2097,2020-05-15,2,zachodniopomorskie
2098,2020-05-16,4,zachodniopomorskie
2099,2020-05-17,3,zachodniopomorskie
2100,2020-05-18,3,zachodniopomorskie
2101,2020-05-19,2,zachodniopomorskie
2102,2020-05-20,2,zachodniopomorskie
2103,2020-05-21,5,zachodniopomorskie
2104,2020-05-22,7,zachodniopomorskie
2105,2020-05-23,3,zachodniopomorskie
2106,2020-05-24,2,zachodniopomorskie
2107,2020-05-25,2,zachodniopomorskie
2108,2020-05-26,2,zachodniopomorskie
2109,2020-05-27,3,zachodniopomorskie
2110,2020-05-28,4,zachodniopomorskie
2111,2020-05-29,2,zachodniopomorskie
2112,2020-05-30,2,zachodniopomorskie
2113,2020-05-31,2,zachodniopomorskie
2114,2020-06-01,2,zachodniopomorskie
2115,2020-06-02,1,zachodniopomorskie
2116,2020-06-03,1,zachodniopomorskie
2117,2020-06-14,1,zachodniopomorskie
2118,2020-06-15,1,zachodniopomorskie
2119,2020-06-16,1,zachodniopomorskie
2120,2020-06-17,1,zachodniopomorskie
2121,2020-06-18,1,zachodniopomorskie
2122,2020-06-19,1,zachodniopomorskie
2123,2020-06-21,1,zachodniopomorskie
2124,2020-06-22,1,zachodniopomorskie
2125,2020-07-02,1,zachodniopomorskie
2126,2020-07-08,1,zachodniopomorskie
2127,2020-07-21,1,zachodniopomorskie
2128,2020-08-01,1,zachodniopomorskie
