,Data,Potwierdzone,aktywne,zgony,wyleczeni,województwo
593,2020-05-31,1553,432,66,1055,łódzkie
594,2020-06-01,1610,481,66,1063,łódzkie
595,2020-06-02,1613,473,71,1069,łódzkie
596,2020-06-03,1667,520,73,1074,łódzkie
597,2020-06-04,1779,626,74,1079,łódzkie
598,2020-06-05,1826,666,76,1084,łódzkie
599,2020-06-06,1888,720,79,1089,łódzkie
600,2020-06-07,2007,835,79,1093,łódzkie
601,2020-06-08,2084,904,82,1098,łódzkie
602,2020-06-09,2129,940,86,1103,łódzkie
603,2020-06-10,2167,965,93,1109,łódzkie
604,2020-06-11,2240,1028,101,1111,łódzkie
605,2020-06-12,2330,1113,101,1116,łódzkie
606,2020-06-13,2367,1129,107,1131,łódzkie
607,2020-06-14,2406,1167,107,1132,łódzkie
608,2020-06-15,2479,1236,107,1136,łódzkie
609,2020-06-16,2540,1279,113,1148,łódzkie
610,2020-06-17,2604,1321,118,1165,łódzkie
611,2020-06-18,2679,1375,131,1173,łódzkie
612,2020-06-19,2742,1427,133,1182,łódzkie
613,2020-06-20,2785,1465,133,1187,łódzkie
614,2020-06-21,2828,1497,140,1191,łódzkie
615,2020-06-22,2876,1545,140,1191,łódzkie
616,2020-06-23,2916,1561,145,1210,łódzkie
617,2020-06-24,2954,1585,148,1221,łódzkie
618,2020-06-25,2993,1582,155,1256,łódzkie
619,2020-06-26,3011,1565,160,1286,łódzkie
620,2020-06-27,3060,1583,161,1316,łódzkie
621,2020-06-28,3086,1571,161,1354,łódzkie
622,2020-06-29,3107,1581,161,1365,łódzkie
623,2020-06-30,3124,1578,163,1383,łódzkie
624,2020-07-01,3134,1500,164,1470,łódzkie
625,2020-07-02,3186,1498,169,1519,łódzkie
626,2020-07-03,3210,1433,173,1604,łódzkie
627,2020-07-04,3231,1309,175,1747,łódzkie
628,2020-07-05,3247,1312,176,1759,łódzkie
629,2020-07-06,3278,1333,176,1769,łódzkie
630,2020-07-07,3287,1254,178,1855,łódzkie
631,2020-07-08,3319,1178,182,1959,łódzkie
632,2020-07-09,3341,1098,184,2059,łódzkie
633,2020-07-10,3357,990,186,2181,łódzkie
634,2020-07-11,3391,984,187,2220,łódzkie
635,2020-07-12,3420,922,187,2311,łódzkie
636,2020-07-13,3438,928,187,2323,łódzkie
637,2020-07-14,3457,879,189,2389,łódzkie
638,2020-07-15,3488,791,189,2508,łódzkie
639,2020-07-16,3526,717,190,2619,łódzkie
640,2020-07-17,3556,667,192,2697,łódzkie
641,2020-07-18,3578,675,192,2711,łódzkie
642,2020-07-19,3614,705,192,2717,łódzkie
643,2020-07-20,3630,682,193,2755,łódzkie
644,2020-03-11,1,0,0,0,małopolskie
645,2020-03-12,1,0,0,0,małopolskie
646,2020-03-13,1,0,0,0,małopolskie
647,2020-03-14,1,0,0,0,małopolskie
648,2020-03-15,1,0,0,0,małopolskie
649,2020-03-16,2,0,0,0,małopolskie
650,2020-03-17,5,0,0,0,małopolskie
651,2020-03-18,6,0,0,0,małopolskie
652,2020-03-19,7,0,0,0,małopolskie
653,2020-03-20,14,0,0,0,małopolskie
654,2020-03-21,15,0,0,0,małopolskie
655,2020-03-22,24,0,0,0,małopolskie
656,2020-03-23,31,0,0,0,małopolskie
657,2020-03-24,48,0,0,0,małopolskie
658,2020-03-25,52,0,0,0,małopolskie
659,2020-03-26,69,0,0,0,małopolskie
660,2020-03-27,93,0,0,0,małopolskie
661,2020-03-28,109,0,0,0,małopolskie
662,2020-03-29,145,0,0,0,małopolskie
663,2020-03-30,174,0,0,0,małopolskie
664,2020-03-31,192,0,1,0,małopolskie
665,2020-04-01,209,0,1,0,małopolskie
666,2020-04-02,230,0,4,0,małopolskie
667,2020-04-03,258,0,5,0,małopolskie
668,2020-04-04,308,302,5,1,małopolskie
669,2020-04-05,327,318,7,2,małopolskie
670,2020-04-06,341,331,7,3,małopolskie
671,2020-04-07,371,358,8,5,małopolskie
672,2020-04-08,380,367,8,5,małopolskie
673,2020-04-09,432,418,8,6,małopolskie
674,2020-04-10,452,435,9,8,małopolskie
675,2020-04-11,485,463,10,12,małopolskie
676,2020-04-12,505,481,11,13,małopolskie
677,2020-04-13,518,493,12,13,małopolskie
678,2020-04-14,537,510,13,14,małopolskie
679,2020-04-15,561,521,15,25,małopolskie
680,2020-04-16,575,521,15,39,małopolskie
681,2020-04-17,596,531,16,49,małopolskie
682,2020-04-18,630,557,16,57,małopolskie
683,2020-04-19,646,560,17,69,małopolskie
684,2020-04-20,679,584,19,76,małopolskie
685,2020-04-21,707,605,20,82,małopolskie
686,2020-04-22,734,619,21,94,małopolskie
687,2020-04-23,766,629,23,114,małopolskie
688,2020-04-24,788,633,25,130,małopolskie
689,2020-04-25,812,645,27,140,małopolskie
690,2020-04-26,821,643,27,151,małopolskie
691,2020-04-27,841,639,29,173,małopolskie
692,2020-04-28,852,636,29,187,małopolskie
693,2020-04-29,876,639,30,207,małopolskie
694,2020-04-30,897,641,30,226,małopolskie
695,2020-05-01,913,645,30,238,małopolskie
696,2020-05-02,934,664,31,239,małopolskie
697,2020-05-03,944,667,31,246,małopolskie
698,2020-05-04,976,662,31,283,małopolskie
699,2020-05-05,997,658,32,307,małopolskie
700,2020-05-06,1009,651,32,326,małopolskie
701,2020-05-07,1019,639,33,347,małopolskie
702,2020-05-08,1033,620,33,380,małopolskie
703,2020-05-09,1043,620,34,389,małopolskie
704,2020-05-10,1047,602,35,410,małopolskie
705,2020-05-11,1071,594,35,442,małopolskie
706,2020-05-12,1074,567,35,472,małopolskie
707,2020-05-13,1084,560,35,489,małopolskie
708,2020-05-14,1108,547,35,526,małopolskie
709,2020-05-15,1117,534,35,548,małopolskie
710,2020-05-16,1124,521,37,566,małopolskie
711,2020-05-17,1128,517,39,572,małopolskie
712,2020-05-18,1133,493,39,601,małopolskie
713,2020-05-19,1148,482,39,627,małopolskie
714,2020-05-20,1150,459,40,651,małopolskie
715,2020-05-21,1165,447,40,678,małopolskie
716,2020-05-22,1167,420,40,707,małopolskie
717,2020-05-23,1171,412,40,719,małopolskie
718,2020-05-24,1176,409,40,727,małopolskie
719,2020-05-25,1176,389,40,747,małopolskie
720,2020-05-26,1179,358,40,781,małopolskie
721,2020-05-27,1181,337,40,804,małopolskie
722,2020-05-28,1190,323,40,827,małopolskie
723,2020-05-29,1199,310,40,849,małopolskie
724,2020-05-30,1215,319,40,856,małopolskie
725,2020-05-31,1225,327,40,858,małopolskie
726,2020-06-01,1232,309,40,883,małopolskie
727,2020-06-02,1241,308,40,893,małopolskie
728,2020-06-03,1257,310,40,907,małopolskie
729,2020-06-04,1278,322,40,916,małopolskie
730,2020-06-05,1305,335,40,930,małopolskie
731,2020-06-06,1327,343,40,944,małopolskie
732,2020-06-07,1359,367,40,952,małopolskie
733,2020-06-08,1389,393,40,956,małopolskie
734,2020-06-09,1432,406,40,986,małopolskie
735,2020-06-10,1452,404,40,1008,małopolskie
736,2020-06-11,1461,401,40,1020,małopolskie
737,2020-06-12,1474,411,40,1023,małopolskie
738,2020-06-13,1492,416,40,1036,małopolskie
739,2020-06-14,1508,431,40,1037,małopolskie
740,2020-06-15,1517,439,40,1038,małopolskie
741,2020-06-16,1529,438,40,1051,małopolskie
742,2020-06-17,1552,454,40,1058,małopolskie
743,2020-06-18,1564,452,41,1071,małopolskie
744,2020-06-19,1577,456,41,1080,małopolskie
745,2020-06-20,1600,460,43,1097,małopolskie
746,2020-06-21,1616,466,44,1106,małopolskie
747,2020-06-22,1622,471,44,1107,małopolskie
748,2020-06-23,1624,458,44,1122,małopolskie
749,2020-06-24,1629,455,44,1130,małopolskie
750,2020-06-25,1640,455,44,1141,małopolskie
751,2020-06-26,1657,449,44,1164,małopolskie
752,2020-06-27,1667,431,44,1192,małopolskie
753,2020-06-28,1685,448,44,1193,małopolskie
754,2020-06-29,1701,462,44,1195,małopolskie
755,2020-06-30,1745,479,44,1222,małopolskie
756,2020-07-01,1763,482,44,1237,małopolskie
757,2020-07-02,1792,502,44,1246,małopolskie
758,2020-07-03,1805,499,44,1262,małopolskie
759,2020-07-04,1834,511,44,1279,małopolskie
760,2020-07-05,1851,517,44,1290,małopolskie
761,2020-07-06,1863,528,44,1291,małopolskie
762,2020-07-07,1884,530,44,1310,małopolskie
763,2020-07-08,1912,544,44,1324,małopolskie
764,2020-07-09,1947,569,44,1334,małopolskie
765,2020-07-10,1966,576,45,1345,małopolskie
766,2020-07-11,1966,556,45,1365,małopolskie
767,2020-07-12,2048,635,45,1368,małopolskie
768,2020-07-13,2086,671,45,1370,małopolskie
769,2020-07-14,2130,681,46,1403,małopolskie
770,2020-07-15,2173,707,47,1419,małopolskie
771,2020-07-16,2233,752,47,1434,małopolskie
772,2020-07-17,2303,803,47,1453,małopolskie
773,2020-07-18,2379,867,47,1465,małopolskie
774,2020-07-19,2494,963,47,1484,małopolskie
775,2020-07-20,2534,993,49,1492,małopolskie
776,2020-03-12,6,0,0,0,mazowieckie
777,2020-03-13,11,0,0,0,mazowieckie
778,2020-03-14,16,0,0,0,mazowieckie
779,2020-03-15,22,0,0,0,mazowieckie
780,2020-03-16,30,0,0,0,mazowieckie
781,2020-03-17,38,0,0,0,mazowieckie
782,2020-03-18,66,0,0,0,mazowieckie
783,2020-03-19,82,0,0,0,mazowieckie
784,2020-03-20,107,0,0,0,mazowieckie
785,2020-03-21,126,0,0,0,mazowieckie
786,2020-03-22,147,0,1,0,mazowieckie
787,2020-03-23,175,0,1,0,mazowieckie
788,2020-03-24,212,0,1,0,mazowieckie
789,2020-03-26,291,0,3,0,mazowieckie
790,2020-03-27,318,0,3,0,mazowieckie
791,2020-03-28,421,0,4,0,mazowieckie
792,2020-03-29,461,0,4,0,mazowieckie
793,2020-03-30,487,475,7,5,mazowieckie
794,2020-03-31,544,528,9,7,mazowieckie
795,2020-04-01,612,594,11,7,mazowieckie
796,2020-04-02,754,733,14,7,mazowieckie
797,2020-04-03,808,786,14,8,mazowieckie
798,2020-04-04,901,874,19,8,mazowieckie
799,2020-04-05,967,937,20,10,mazowieckie
800,2020-04-06,1065,1028,23,14,mazowieckie
801,2020-04-07,1247,1203,25,19,mazowieckie
802,2020-04-08,1314,1250,37,27,mazowieckie
803,2020-04-09,1424,1349,41,34,mazowieckie
804,2020-04-10,1501,1403,53,45,mazowieckie
805,2020-04-11,1629,1513,65,51,mazowieckie
806,2020-04-12,1664,1529,69,66,mazowieckie
807,2020-04-13,1688,1468,70,150,mazowieckie
808,2020-04-14,1715,1481,75,159,mazowieckie
809,2020-04-15,1792,1533,83,176,mazowieckie
810,2020-04-16,1846,1551,96,199,mazowieckie
811,2020-04-17,1883,1565,100,218,mazowieckie
812,2020-04-18,1936,1593,107,236,mazowieckie
813,2020-04-19,1992,1617,108,267,mazowieckie
814,2020-04-20,2030,1606,116,308,mazowieckie
815,2020-04-21,2059,1582,126,351,mazowieckie
816,2020-04-22,2098,1573,132,393,mazowieckie
817,2020-04-23,2166,1587,142,437,mazowieckie
818,2020-04-24,2206,1566,161,479,mazowieckie
819,2020-04-25,2302,1621,172,509,mazowieckie
820,2020-04-26,2348,1638,174,536,mazowieckie
821,2020-04-27,2376,1609,182,585,mazowieckie
822,2020-04-28,2391,1559,195,637,mazowieckie
823,2020-04-29,2427,1550,198,679,mazowieckie
824,2020-04-30,2452,1514,205,733,mazowieckie
825,2020-05-01,2477,1506,206,765,mazowieckie
826,2020-05-02,2508,1527,206,775,mazowieckie
827,2020-05-03,2541,1545,207,789,mazowieckie
828,2020-05-04,2553,1494,211,848,mazowieckie
829,2020-05-05,2631,1458,214,959,mazowieckie
830,2020-05-06,2673,1438,215,1020,mazowieckie
831,2020-05-07,2709,1409,217,1083,mazowieckie
832,2020-05-08,2731,1368,219,1144,mazowieckie
833,2020-05-09,2765,1355,222,1188,mazowieckie
834,2020-05-10,2791,1367,222,1202,mazowieckie
835,2020-05-11,2808,1346,222,1240,mazowieckie
836,2020-05-12,2829,1325,225,1279,mazowieckie
837,2020-05-13,2880,1339,228,1313,mazowieckie
838,2020-05-14,2902,1333,230,1339,mazowieckie
839,2020-05-15,2930,1344,230,1356,mazowieckie
840,2020-05-16,2949,1327,231,1391,mazowieckie
841,2020-05-17,2970,1318,232,1420,mazowieckie
842,2020-05-18,3003,1314,234,1455,mazowieckie
843,2020-05-19,3040,1308,237,1495,mazowieckie
844,2020-05-20,3082,1320,242,1520,mazowieckie
845,2020-05-21,3128,1337,245,1546,mazowieckie
846,2020-05-22,3157,1343,247,1567,mazowieckie
847,2020-05-23,3197,1374,247,1576,mazowieckie
848,2020-05-24,3217,1386,247,1584,mazowieckie
849,2020-05-25,3283,1435,253,1595,mazowieckie
850,2020-05-26,3359,1477,256,1626,mazowieckie
851,2020-05-27,3396,1498,256,1642,mazowieckie
852,2020-05-28,3461,1537,257,1667,mazowieckie
853,2020-05-29,3494,1507,262,1725,mazowieckie
854,2020-05-30,3546,1531,264,1751,mazowieckie
855,2020-05-31,3581,1557,264,1760,mazowieckie
856,2020-06-01,3628,1585,269,1774,mazowieckie
857,2020-06-02,3660,1555,275,1830,mazowieckie
858,2020-06-03,3688,1565,279,1844,mazowieckie
859,2020-06-04,3738,1595,281,1862,mazowieckie
860,2020-06-05,3796,1626,283,1887,mazowieckie
861,2020-06-06,3842,1646,283,1913,mazowieckie
862,2020-06-07,3878,1678,283,1917,mazowieckie
863,2020-06-08,3953,1737,284,1932,mazowieckie
864,2020-06-09,4033,1794,285,1954,mazowieckie
865,2020-06-10,4118,1841,294,1983,mazowieckie
866,2020-06-11,4172,1882,297,1993,mazowieckie
867,2020-06-12,4239,1936,298,2005,mazowieckie
868,2020-06-13,4304,1988,299,2017,mazowieckie
869,2020-06-14,4355,2032,300,2023,mazowieckie
870,2020-06-15,4410,2059,303,2048,mazowieckie
871,2020-06-16,4446,2067,308,2071,mazowieckie
872,2020-06-17,4503,2092,310,2101,mazowieckie
873,2020-06-18,4547,2099,310,2138,mazowieckie
874,2020-06-19,4631,2140,314,2177,mazowieckie
875,2020-06-20,4683,2173,314,2196,mazowieckie
876,2020-06-21,4722,2188,314,2220,mazowieckie
877,2020-06-22,4755,2203,318,2234,mazowieckie
878,2020-06-23,4795,2214,324,2257,mazowieckie
879,2020-06-24,4828,2223,324,2281,mazowieckie
880,2020-06-25,4857,2225,326,2306,mazowieckie
881,2020-06-26,4902,2233,327,2342,mazowieckie
882,2020-06-27,4943,2234,327,2382,mazowieckie
883,2020-06-28,4975,2250,328,2397,mazowieckie
884,2020-06-29,5002,2245,331,2426,mazowieckie
885,2020-06-30,5023,2227,340,2456,mazowieckie
886,2020-07-01,5043,2202,340,2501,mazowieckie
887,2020-07-02,5088,2168,343,2577,mazowieckie
888,2020-07-03,5124,2160,344,2620,mazowieckie
889,2020-07-04,5152,2155,346,2651,mazowieckie
890,2020-07-05,5169,2165,346,2658,mazowieckie
891,2020-07-06,5208,2151,346,2711,mazowieckie
892,2020-07-07,5214,2064,348,2802,mazowieckie
893,2020-07-08,5251,2039,350,2862,mazowieckie
894,2020-07-09,5301,2010,352,2939,mazowieckie
895,2020-07-10,5324,1959,353,3012,mazowieckie
896,2020-07-11,5369,1956,353,3060,mazowieckie
897,2020-07-12,5377,1946,353,3078,mazowieckie
898,2020-07-13,5449,1962,353,3134,mazowieckie
899,2020-07-14,5477,1937,354,3186,mazowieckie
900,2020-07-15,5499,1907,359,3233,mazowieckie
901,2020-07-16,5536,1858,360,3318,mazowieckie
902,2020-07-17,5572,1837,363,3372,mazowieckie
903,2020-07-18,5603,1828,365,3410,mazowieckie
904,2020-07-19,5650,1857,365,3428,mazowieckie
905,2020-07-20,5704,1911,365,3428,mazowieckie
906,2020-03-11,1,0,0,0,opolskie
907,2020-03-13,2,0,0,0,opolskie
908,2020-03-14,3,0,0,0,opolskie
909,2020-03-17,7,0,0,0,opolskie
910,2020-03-18,9,0,0,0,opolskie
911,2020-03-19,10,0,0,0,opolskie
912,2020-03-22,14,11,0,3,opolskie
913,2020-03-23,19,16,0,3,opolskie
914,2020-03-25,23,20,0,3,opolskie
915,2020-03-26,24,21,0,3,opolskie
916,2020-03-27,28,25,0,3,opolskie
917,2020-03-28,31,28,0,3,opolskie
918,2020-03-29,43,40,0,3,opolskie
919,2020-03-30,54,51,0,3,opolskie
920,2020-03-31,66,63,0,3,opolskie
921,2020-04-01,73,70,0,3,opolskie
922,2020-04-02,78,74,1,3,opolskie
923,2020-04-03,90,85,1,4,opolskie
924,2020-04-04,90,85,1,4,opolskie
925,2020-04-05,94,88,1,5,opolskie
926,2020-04-06,101,95,1,5,opolskie
927,2020-04-07,107,99,3,5,opolskie
928,2020-04-08,116,103,5,8,opolskie
929,2020-04-09,127,113,6,8,opolskie
930,2020-04-10,132,118,6,8,opolskie
931,2020-04-11,143,129,6,8,opolskie
932,2020-04-12,153,138,7,8,opolskie
933,2020-04-13,173,158,7,8,opolskie
934,2020-04-14,208,191,7,10,opolskie
935,2020-04-15,221,200,9,12,opolskie
936,2020-04-16,232,208,10,14,opolskie
937,2020-04-17,256,227,13,16,opolskie
938,2020-04-18,273,239,14,20,opolskie
939,2020-04-19,277,243,14,20,opolskie
940,2020-04-20,293,259,14,20,opolskie
941,2020-04-21,299,264,15,20,opolskie
942,2020-04-22,325,290,15,20,opolskie
943,2020-04-23,331,294,17,20,opolskie
944,2020-04-24,346,303,21,22,opolskie
945,2020-04-25,353,308,23,22,opolskie
946,2020-04-26,364,318,24,22,opolskie
947,2020-04-27,374,325,26,23,opolskie
948,2020-04-28,379,310,27,42,opolskie
949,2020-04-29,391,318,28,45,opolskie
950,2020-04-30,395,320,28,47,opolskie
951,2020-05-01,399,306,28,65,opolskie
952,2020-05-02,407,314,28,65,opolskie
953,2020-05-03,423,330,28,65,opolskie
954,2020-05-04,436,336,29,71,opolskie
955,2020-05-05,441,319,29,93,opolskie
956,2020-05-06,451,315,30,106,opolskie
957,2020-05-07,460,319,31,110,opolskie
958,2020-05-08,476,318,32,126,opolskie
959,2020-05-09,479,304,32,143,opolskie
960,2020-05-10,491,312,33,146,opolskie
961,2020-05-11,498,307,34,157,opolskie
962,2020-05-12,499,287,34,178,opolskie
963,2020-05-13,503,277,36,190,opolskie
964,2020-05-14,511,273,38,200,opolskie
965,2020-05-15,528,276,39,213,opolskie
966,2020-05-16,536,284,39,213,opolskie
967,2020-05-17,545,291,39,215,opolskie
968,2020-05-18,552,298,39,215,opolskie
969,2020-05-19,557,302,40,215,opolskie
970,2020-05-20,570,280,42,248,opolskie
971,2020-05-21,578,268,42,268,opolskie
972,2020-05-22,587,272,43,272,opolskie
973,2020-05-23,592,277,43,272,opolskie
974,2020-05-24,595,264,44,287,opolskie
975,2020-05-25,600,260,44,296,opolskie
976,2020-05-26,603,245,46,312,opolskie
977,2020-05-27,612,247,46,319,opolskie
978,2020-05-28,624,253,46,325,opolskie
979,2020-05-29,633,262,46,325,opolskie
980,2020-05-30,644,267,46,331,opolskie
981,2020-05-31,645,268,46,331,opolskie
982,2020-06-01,654,255,46,353,opolskie
983,2020-06-02,668,259,47,362,opolskie
984,2020-06-03,687,277,48,362,opolskie
985,2020-06-04,695,285,48,362,opolskie
986,2020-06-05,703,285,48,370,opolskie
987,2020-06-06,722,294,48,380,opolskie
988,2020-06-07,730,292,48,390,opolskie
989,2020-06-08,739,295,48,396,opolskie
990,2020-06-09,749,299,48,402,opolskie
991,2020-06-10,760,305,48,407,opolskie
992,2020-06-11,762,302,48,412,opolskie
993,2020-06-12,772,312,48,412,opolskie
994,2020-06-13,790,317,48,425,opolskie
995,2020-06-14,806,320,48,438,opolskie
996,2020-06-15,812,321,50,441,opolskie
997,2020-06-16,818,316,50,452,opolskie
998,2020-06-17,826,317,50,459,opolskie
999,2020-06-18,834,315,50,469,opolskie
1000,2020-06-19,836,293,50,493,opolskie
1001,2020-06-20,838,281,50,507,opolskie
1002,2020-06-21,852,289,50,513,opolskie
1003,2020-06-22,852,289,50,513,opolskie
1004,2020-06-23,857,294,50,513,opolskie
1005,2020-06-24,866,297,50,519,opolskie
1006,2020-06-25,889,282,50,557,opolskie
1007,2020-06-26,892,279,50,563,opolskie
1008,2020-06-27,913,299,51,563,opolskie
1009,2020-06-28,932,318,51,563,opolskie
1010,2020-06-29,940,326,51,563,opolskie
1011,2020-06-30,941,292,51,598,opolskie
1012,2020-07-01,948,292,51,605,opolskie
1013,2020-07-02,955,299,51,605,opolskie
1014,2020-07-03,964,308,51,605,opolskie
1015,2020-07-04,967,311,51,605,opolskie
1016,2020-07-05,972,316,51,605,opolskie
1017,2020-07-07,976,298,51,627,opolskie
1018,2020-07-08,980,302,51,627,opolskie
1019,2020-07-09,986,306,53,627,opolskie
1020,2020-07-10,995,315,53,627,opolskie
1021,2020-07-11,1003,323,53,627,opolskie
1022,2020-07-12,1009,329,53,627,opolskie
1023,2020-07-13,1010,330,53,627,opolskie
1024,2020-07-14,1012,331,54,627,opolskie
1025,2020-07-15,1015,202,54,759,opolskie
1026,2020-07-16,1019,197,54,768,opolskie
1027,2020-07-17,1023,186,54,783,opolskie
1028,2020-07-18,1028,177,54,797,opolskie
1029,2020-07-19,1036,184,54,798,opolskie
1030,2020-07-20,1040,188,54,798,opolskie
1031,2020-04-05,149,135,5,9,podkarpackie
1032,2020-04-06,156,141,6,9,podkarpackie
1033,2020-04-07,168,151,7,10,podkarpackie
1034,2020-04-08,180,161,9,10,podkarpackie
1035,2020-04-09,194,174,10,10,podkarpackie
1036,2020-04-10,209,186,10,13,podkarpackie
1037,2020-04-11,220,195,11,14,podkarpackie
1038,2020-04-12,221,192,11,18,podkarpackie
1039,2020-04-13,225,182,13,30,podkarpackie
1040,2020-04-14,234,181,13,40,podkarpackie
1041,2020-04-15,243,180,14,49,podkarpackie
1042,2020-04-16,246,182,15,49,podkarpackie
1043,2020-04-17,251,173,15,63,podkarpackie
1044,2020-04-18,259,178,15,66,podkarpackie
1045,2020-04-19,263,166,16,81,podkarpackie
1046,2020-04-20,266,160,16,90,podkarpackie
1047,2020-04-21,270,150,16,104,podkarpackie
1048,2020-04-22,276,132,16,128,podkarpackie
1049,2020-04-23,279,113,16,150,podkarpackie
1050,2020-04-24,288,112,16,160,podkarpackie
1051,2020-04-25,311,134,16,161,podkarpackie
1052,2020-04-26,313,124,16,173,podkarpackie
1053,2020-04-27,316,118,18,180,podkarpackie
1054,2020-04-28,325,114,19,192,podkarpackie
1055,2020-04-29,328,106,23,199,podkarpackie
1056,2020-04-30,329,101,23,205,podkarpackie
1057,2020-05-01,337,107,23,207,podkarpackie
1058,2020-05-02,341,104,23,214,podkarpackie
1059,2020-05-03,350,104,24,222,podkarpackie
1060,2020-05-04,363,113,24,226,podkarpackie
1061,2020-05-05,366,113,24,229,podkarpackie
1062,2020-05-06,366,100,25,241,podkarpackie
1063,2020-05-07,368,98,27,243,podkarpackie
1064,2020-05-08,370,96,27,247,podkarpackie
1065,2020-05-09,370,94,27,249,podkarpackie
1066,2020-05-10,371,91,28,252,podkarpackie
1067,2020-05-11,371,84,29,258,podkarpackie
1068,2020-05-12,371,78,29,264,podkarpackie
1069,2020-05-13,371,76,29,266,podkarpackie
1070,2020-05-14,373,70,30,273,podkarpackie
1071,2020-05-15,373,64,31,278,podkarpackie
1072,2020-05-16,374,57,31,286,podkarpackie
1073,2020-05-17,374,51,31,292,podkarpackie
1074,2020-05-18,374,39,34,301,podkarpackie
1075,2020-05-19,374,30,34,310,podkarpackie
1076,2020-05-20,374,27,34,313,podkarpackie
1077,2020-05-21,375,25,34,316,podkarpackie
1078,2020-05-22,376,24,34,318,podkarpackie
1079,2020-05-23,377,23,35,319,podkarpackie
1080,2020-05-24,378,24,35,319,podkarpackie
1081,2020-05-25,378,23,35,320,podkarpackie
1082,2020-05-26,378,21,35,322,podkarpackie
1083,2020-05-27,378,17,35,326,podkarpackie
1084,2020-05-28,380,18,35,327,podkarpackie
1085,2020-05-29,382,19,35,328,podkarpackie
1086,2020-05-30,382,19,35,328,podkarpackie
1087,2020-05-31,387,21,35,331,podkarpackie
1088,2020-06-01,387,20,35,332,podkarpackie
1089,2020-06-02,387,19,35,333,podkarpackie
1090,2020-06-03,388,18,36,334,podkarpackie
1091,2020-06-04,388,18,36,334,podkarpackie
1092,2020-06-06,389,17,37,335,podkarpackie
1093,2020-06-07,391,18,37,336,podkarpackie
1094,2020-06-08,396,21,38,337,podkarpackie
1095,2020-06-09,407,30,38,339,podkarpackie
1096,2020-06-10,412,35,38,339,podkarpackie
1097,2020-06-11,414,37,38,339,podkarpackie
1098,2020-06-12,422,44,38,340,podkarpackie
1099,2020-06-13,438,58,38,342,podkarpackie
1100,2020-06-14,458,75,40,343,podkarpackie
1101,2020-06-15,472,89,40,343,podkarpackie
1102,2020-06-16,485,100,40,345,podkarpackie
1103,2020-06-17,504,119,40,345,podkarpackie
1104,2020-06-18,516,129,42,345,podkarpackie
1105,2020-06-19,529,139,45,345,podkarpackie
1106,2020-06-20,536,145,46,345,podkarpackie
1107,2020-06-21,549,153,47,349,podkarpackie
1108,2020-06-22,557,160,47,350,podkarpackie
1109,2020-06-23,565,167,48,350,podkarpackie
1110,2020-06-24,577,175,50,352,podkarpackie
1111,2020-06-25,589,187,50,352,podkarpackie
1112,2020-06-26,603,195,50,358,podkarpackie
1113,2020-06-27,621,208,50,363,podkarpackie
1114,2020-06-28,635,221,50,364,podkarpackie
1115,2020-06-29,647,229,50,368,podkarpackie
1116,2020-06-30,649,221,50,378,podkarpackie
1117,2020-07-01,669,237,50,382,podkarpackie
1118,2020-07-02,682,238,51,393,podkarpackie
1119,2020-07-03,694,240,51,403,podkarpackie
1120,2020-07-04,734,271,51,412,podkarpackie
1121,2020-07-05,761,296,52,413,podkarpackie
1122,2020-07-06,774,302,55,417,podkarpackie
1123,2020-07-07,791,305,55,431,podkarpackie
1124,2020-07-08,818,323,55,440,podkarpackie
1125,2020-07-09,825,327,55,443,podkarpackie
1126,2020-07-10,841,337,55,449,podkarpackie
1127,2020-07-11,850,335,55,460,podkarpackie
1128,2020-07-12,896,373,55,468,podkarpackie
1129,2020-07-13,958,423,55,480,podkarpackie
1130,2020-07-14,970,420,55,495,podkarpackie
1131,2020-07-15,979,423,55,501,podkarpackie
1132,2020-07-16,1015,445,55,515,podkarpackie
1133,2020-07-17,1033,443,55,535,podkarpackie
1134,2020-07-18,1058,457,56,545,podkarpackie
1135,2020-07-19,1075,453,56,566,podkarpackie
1136,2020-07-20,1097,454,56,587,podkarpackie
1137,2020-03-17,1,0,0,0,podlaskie
1138,2020-03-18,1,0,0,0,podlaskie
1139,2020-03-19,1,0,0,0,podlaskie
1140,2020-03-20,3,0,0,0,podlaskie
1141,2020-03-21,5,0,0,0,podlaskie
1142,2020-03-22,5,0,0,0,podlaskie
1143,2020-03-23,6,0,0,0,podlaskie
1144,2020-03-24,7,0,0,0,podlaskie
1145,2020-03-25,9,0,0,0,podlaskie
1146,2020-03-26,10,0,0,0,podlaskie
1147,2020-03-27,17,0,0,0,podlaskie
1148,2020-03-28,26,0,0,0,podlaskie
1149,2020-03-29,28,0,0,0,podlaskie
1150,2020-03-30,36,0,0,0,podlaskie
1151,2020-03-31,36,0,0,0,podlaskie
1152,2020-04-01,44,0,0,0,podlaskie
1153,2020-04-02,59,0,0,0,podlaskie
1154,2020-04-03,67,66,0,1,podlaskie
1155,2020-04-04,82,81,0,1,podlaskie
1156,2020-04-05,82,81,0,1,podlaskie
1157,2020-04-06,97,91,1,5,podlaskie
1158,2020-04-07,114,108,1,5,podlaskie
1159,2020-04-08,131,125,1,5,podlaskie
1160,2020-04-09,168,160,2,6,podlaskie
1161,2020-04-10,189,179,2,8,podlaskie
1162,2020-04-11,192,182,2,8,podlaskie
1163,2020-04-12,195,183,2,10,podlaskie
